매물ID,브랜드,제조사,모델,등급명,세부트림,차량명,현재가격_만원,가격로그,연식,차량연령,주행거리_km,주행거리_로그,연료,변속기,색상,지역,차급,배기량_cc,좌석수,압류건수,저당건수,보험이력건수,보험이력_여부,교환_개수,판금_개수,부식_여부,교환_여부,판금_여부,외판수리_여부,사고강도점수,사고종합_여부,중대사고_추정,부식_위험,옵션_기본코드개수,옵션_선택코드개수,옵션_튜닝코드개수,옵션_기타개수,엔카진단여부값,엔카믿고값,조회수,찜수
41109535,기아,기아,K7 프리미어,2.5 GDI 노블레스,,K7 프리미어 2.5 GDI 노블레스,1950,7.576097340623111,2020,6,70520,11.163665816785628,가솔린,오토,쥐색,경기,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,1,0,0,1,0,1220.0,7.0
41088518,기아,기아,K5 3세대,1.6 터보,시그니처,K5 3세대 1.6 터보 시그니처,2240,7.714677473800927,2020,6,89488,11.401870991681571,가솔린,오토,쥐색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,6,0,0,1,0,274.0,23.0
41097149,기아,기아,타스만,2.5T 가솔린 4WD,X-Pro,타스만 2.5T 가솔린 4WD X-Pro,4750,8.46611040118692,2026,0,12464,9.43067999595766,가솔린,오토,쥐색,경기,화물차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,0,0,1,1,0,304.0,3.0
41106963,기아,기아,K5 2세대,1.6 터보 SX,프레스티지,K5 2세대 1.6 터보 SX 프레스티지,990,6.898714534329988,2016,10,89075,11.397245216905548,가솔린,오토,흰색,경기,중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,30,2,0,0,1,0,571.0,12.0
40821133,기아,기아,쏘렌토 4세대,HEV 1.6 4WD,프레스티지,쏘렌토 4세대 HEV 1.6 4WD 프레스티지,2900,7.972810784121404,2021,5,54305,10.902389997055224,가솔린+전기,오토,쥐색,인천,SUV,1598,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,2,0,0,1,0,74.0,9.0
40974938,기아,기아,더 뉴 모닝,럭셔리,,더 뉴 모닝 럭셔리,780,6.660575149839686,2016,10,81399,11.307130551990632,가솔린,오토,흰색,충남,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,27,1,0,0,1,0,663.0,6.0
41452852,기아,기아,카니발 4세대,9인승 시그니처,,카니발 4세대 9인승 시그니처,2760,7.923348211930154,2021,5,116342,11.664298003620168,디젤,오토,검정색,인천,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,5,0,0,1,0,123.0,2.0
41449590,기아,기아,더 뉴 레이,밴,프레스티지 스페셜,더 뉴 레이 밴 프레스티지 스페셜,1030,6.93828448401696,2021,5,12453,9.429797135432397,가솔린,오토,흰색,부산,경차,998,2.0,0.0,0.0,,,,,1.0,,,,,,,1.0,17,1,0,0,1,0,760.0,4.0
41413034,기아,기아,스포티지 5세대 하이브리드,노블레스 2WD,,스포티지 5세대 하이브리드 노블레스 2WD,2450,7.804251383528112,2023,3,118246,11.680530936053495,가솔린+전기,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,3,0,0,1,0,943.0,0.0
41410753,기아,기아,올 뉴 카니발,9인승 노블레스,,올 뉴 카니발 9인승 노블레스,1040,6.947937068614969,2016,10,177713,12.087930795507614,디젤,오토,검정색,부산,RV,2199,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,1,0,0,1,0,744.0,2.0
41185943,기아,기아,더 뉴 K9,5.0 GDI 퀀텀,,더 뉴 K9 5.0 GDI 퀀텀,1380,7.2305631534092925,2015,11,122010,11.711866483585297,가솔린,오토,검정색,경기,대형차,5038,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,55,0,0,0,1,0,997.0,28.0
41183483,기아,기아,카니발 4세대,9인승 프레스티지,,카니발 4세대 9인승 프레스티지,2580,7.855932199718614,2023,3,73311,11.202479585253222,디젤,오토,흰색,서울,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,38,3,0,0,1,0,88.0,3.0
41174430,기아,기아,모하비 더 마스터,디젤 3.0 4WD 5인승,마스터즈,모하비 더 마스터 디젤 3.0 4WD 5인승 마스터즈,4280,8.361941906144946,2023,3,82528,11.320905025707312,디젤,오토,흰색,경기,SUV,2959,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,4,0,0,1,0,259.0,2.0
41165220,기아,기아,올 뉴 카니발,9인승 하이리무진,프레스티지,올 뉴 카니발 9인승 하이리무진 프레스티지,1490,7.307202314764738,2016,10,157051,11.96433223968354,디젤,오토,검정색,부산,RV,2199,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,0,0,0,1,0,394.0,14.0
38792784,기아,기아,더 뉴 니로,1.6 HEV,프레스티지,더 뉴 니로 1.6 HEV 프레스티지,1770,7.479299637782834,2020,6,91629,11.42551400795926,가솔린+전기,오토,흰색,인천,SUV,1580,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,2,0,0,1,0,89.0,32.0
38790465,기아,기아,더 K9,3.3 GDI,,더 K9 3.3 GDI,2390,7.779466967458324,2019,7,118954,11.686500549315944,가솔린,오토,검정색,경기,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,53,0,0,1,1,0,1464.0,29.0
41070254,기아,기아,스포티지 5세대,가솔린 1.6 터보 2WD,시그니처,스포티지 5세대 가솔린 1.6 터보 2WD 시그니처,3150,8.055475141757274,2022,4,17799,9.786953736280177,가솔린,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,7,0,0,1,0,639.0,10.0
41058118,기아,기아,K3 쿱,1.6 프레스티지,,K3 쿱 1.6 프레스티지,590,6.3818160174060985,2015,11,124396,11.7312333432408,가솔린,오토,흰색,인천,스포츠카,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,3,0,0,0,0,448.0,13.0
41036305,기아,기아,더 뉴 K3 2세대,1.6,프레스티지,더 뉴 K3 2세대 1.6 프레스티지,1490,7.307202314764738,2023,3,94503,11.456397440628356,가솔린,오토,흰색,경기,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,2,0,0,1,0,732.0,21.0
41039941,기아,기아,레이,프레스티지,,레이 프레스티지,950,6.85751406254539,2016,10,109232,11.60123849444258,가솔린,오토,흰색,부산,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,2,0,0,1,0,660.0,3.0
40180194,기아,기아,더 뉴 쏘렌토 4세대,HEV 1.6 2WD,시그니처,더 뉴 쏘렌토 4세대 HEV 1.6 2WD 시그니처,3990,8.291797105048733,2024,2,28886,10.271146945908392,가솔린+전기,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,3,0,0,1,0,452.0,19.0
39781874,기아,기아,더 뉴 스포티지 R,디젤 2WD 트렌디,,더 뉴 스포티지 R 디젤 2WD 트렌디,899,6.802394763324311,2014,12,114972,11.65245259717094,디젤,오토,흰색,경기,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,1,0,0,0,0,300.0,19.0
40543510,기아,기아,더 뉴 카니발 4세대,가솔린 9인승 하이리무진 (특장업체),,더 뉴 카니발 4세대 가솔린 9인승 하이리무진 (특장업체),5999,8.699514748210191,2024,2,17177,9.75138477432617,가솔린,오토,흰색,경기,RV,3470,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,0,0,0,1,0,1302.0,44.0
39698363,기아,기아,올 뉴 모닝,디럭스,,올 뉴 모닝 디럭스,330,5.802118375377063,2012,14,114531,11.648609538912826,가솔린,오토,빨간색,대전,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,18,3,0,1,1,0,262.0,31.0
40601289,기아,기아,스포티지 4세대,디젤 2.0 2WD 노블레스,스페셜,스포티지 4세대 디젤 2.0 2WD 노블레스 스페셜,1350,7.208600337960199,2017,9,110853,11.615969299192695,디젤,오토,청색,경기,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,0,0,0,1,0,300.0,11.0
40654941,기아,기아,카니발 4세대,9인승 프레스티지,,카니발 4세대 9인승 프레스티지,2650,7.8826922062890254,2021,5,52000,10.859018228147889,디젤,오토,검정색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,7,0,0,0,0,230.0,27.0
40685135,기아,기아,스포티지 더 볼드,디젤 2.0 2WD,프레스티지,스포티지 더 볼드 디젤 2.0 2WD 프레스티지,1990,7.596392304064196,2019,7,35447,10.475822112879326,디젤,오토,쥐색,경기,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,3,0,0,1,0,684.0,18.0
40705477,기아,기아,더 뉴 카니발,7인승 하이리무진,프레지던트,더 뉴 카니발 7인승 하이리무진 프레지던트,2400,7.783640596221253,2019,7,123834,11.726705313331472,디젤,오토,흰색,경기,RV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,1,0,0,1,0,310.0,15.0
40844527,기아,기아,더 뉴 레이,밴,스탠다드,더 뉴 레이 밴 스탠다드,898,6.80128303447162,2022,4,67768,11.123860142229642,가솔린,오토,흰색,경기,경차,998,2.0,0.0,0.0,,,,,1.0,,,,,,,1.0,21,1,0,0,1,0,283.0,27.0
40951441,기아,기아,더 K9,3.3 T-GDI AWD,그랜드 마스터즈,더 K9 3.3 T-GDI AWD 그랜드 마스터즈,2850,7.955425088912672,2019,7,78176,11.266730765625264,가솔린,오토,쥐색,부산,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,56,0,0,0,1,0,65.0,45.0
40983887,기아,기아,스포티지 5세대 하이브리드,시그니처 2WD,,스포티지 5세대 하이브리드 시그니처 2WD,3300,8.101980731853192,2023,3,75010,11.22539004843061,가솔린+전기,오토,검정색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,3,0,0,1,0,514.0,3.0
41064808,기아,기아,K5 3세대,1.6 터보,시그니처,K5 3세대 1.6 터보 시그니처,2380,7.7752758464868625,2022,4,62304,11.039796958376968,가솔린,오토,검정색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,4,0,0,2,0,1416.0,33.0
41052832,기아,기아,카니발 4세대,9인승 시그니처,,카니발 4세대 9인승 시그니처,3190,8.068089626278244,2022,4,77628,11.259696347698826,디젤,오토,흰색,충남,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,4,0,0,1,0,418.0,1.0
41051181,기아,기아,쏘렌토 4세대,가솔린 2.5T 2WD,프레스티지,쏘렌토 4세대 가솔린 2.5T 2WD 프레스티지,3130,8.049107721326406,2023,3,5586,8.628197749459149,가솔린,오토,검정색,인천,SUV,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,2,0,0,1,0,548.0,21.0
41050755,기아,기아,올 뉴 카니발,11인승 프레스티지,,올 뉴 카니발 11인승 프레스티지,1320,7.186144304522325,2016,10,67896,11.125747129949204,디젤,오토,검정색,경남,RV,2199,11.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,1,0,0,1,0,1109.0,15.0
41043186,기아,기아,K5 3세대,1.6 터보,노블레스,K5 3세대 1.6 터보 노블레스,2100,7.650168700845001,2021,5,47882,10.776515814350669,가솔린,오토,검정색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,3,0,0,1,0,659.0,10.0
41034048,기아,기아,스포티지 더 볼드,디젤 1.6 4WD,트렌디,스포티지 더 볼드 디젤 1.6 4WD 트렌디,1530,7.333676395657684,2021,5,117506,11.674253185259948,디젤,오토,은색,광주,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,28,1,0,1,1,0,666.0,7.0
41382785,기아,기아,더 뉴 모닝,럭셔리,,더 뉴 모닝 럭셔리,610,6.415096959171596,2016,10,111244,11.619490255198258,가솔린,오토,흰색,경기,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,30,3,0,0,1,0,335.0,11.0
41025955,기아,기아,모하비,4WD KV300,,모하비 4WD KV300,1290,7.1631723908466425,2015,11,137553,11.83177184626432,디젤,오토,쥐색,경기,SUV,2959,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,1,0,0,1,0,313.0,5.0
41350422,기아,기아,더 뉴 레이,시그니처,,더 뉴 레이 시그니처,1370,7.223295679562314,2022,4,49520,10.810152101015651,가솔린,오토,흰색,서울,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,30,2,0,1,1,0,821.0,14.0
41293486,기아,기아,올 뉴 모닝 (JA),럭셔리,,올 뉴 모닝 (JA) 럭셔리,920,6.825460036255307,2017,9,35244,10.470078954207976,가솔린,오토,진주색,인천,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,27,2,0,0,1,0,94.0,7.0
41293676,기아,기아,스포티지 5세대,가솔린 1.6 터보 2WD,시그니처,스포티지 5세대 가솔린 1.6 터보 2WD 시그니처,2590,7.85979918056211,2022,4,100459,11.517514917304036,가솔린,오토,검정색,부산,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,4,0,0,1,0,81.0,6.0
41294947,기아,기아,K5 3세대,1.6 터보,노블레스,K5 3세대 1.6 터보 노블레스,2640,7.878912912297133,2023,3,35628,10.4809151919697,가솔린,오토,검정색,서울,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,3,0,0,1,0,30.0,2.0
41250419,기아,기아,카니발 4세대,9인승 시그니처,,카니발 4세대 9인승 시그니처,2370,7.771067086065406,2021,5,156105,11.958290542664267,디젤,오토,흰색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,7,0,0,-1,0,241.0,7.0
41256465,기아,기아,올 뉴 모닝,디럭스,,올 뉴 모닝 디럭스,610,6.415096959171596,2015,11,83737,11.33544815583915,가솔린,오토,진주색,부산,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,19,2,0,0,1,0,47.0,3.0
41031239,기아,기아,카니발 4세대,9인승 시그니처,,카니발 4세대 9인승 시그니처,3230,8.080546965824498,2021,5,43384,10.67786903822759,디젤,오토,흰색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,1,0,0,1,0,353.0,17.0
41125477,기아,기아,카니발 4세대,가솔린 9인승 하이리무진,시그니처,카니발 4세대 가솔린 9인승 하이리무진 시그니처,3170,8.061802274538348,2021,5,99602,11.508947563601003,가솔린,오토,흰색,충남,RV,3470,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,3,0,0,1,0,338.0,11.0
41120468,기아,기아,더 뉴 모닝,럭셔리,,더 뉴 모닝 럭셔리,730,6.594413459749778,2016,10,55155,10.917920812961633,가솔린,오토,쥐색,경기,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,28,1,0,1,1,0,117.0,3.0
41096135,기아,기아,K8,2.5 가솔린 2WD,시그니처,K8 2.5 가솔린 2WD 시그니처,2850,7.955425088912672,2023,3,69200,11.1447705923684,가솔린,오토,쥐색,서울,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,52,7,0,0,1,0,544.0,13.0
41186934,기아,기아,카니발 4세대,가솔린 9인승 시그니처,,카니발 4세대 가솔린 9인승 시그니처,2500,7.824445930877619,2023,3,117943,11.677965214529657,가솔린,오토,검정색,경기,RV,3470,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,5,0,1,1,0,388.0,8.0
41199593,기아,기아,카니발 4세대,9인승 프레스티지,,카니발 4세대 9인승 프레스티지,2420,7.791935956938058,2023,3,83895,11.33733321551424,디젤,오토,은색,광주,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,38,2,0,0,1,0,83.0,4.0
41203545,기아,기아,스포티지 5세대,디젤 2.0 2WD,노블레스,스포티지 5세대 디젤 2.0 2WD 노블레스,2450,7.804251383528112,2022,4,83119,11.32804062577311,디젤,오토,흰색,인천,SUV,1998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,3,0,0,0,0,73.0,2.0
41171780,기아,기아,K5 3세대,1.6 터보,노블레스,K5 3세대 1.6 터보 노블레스,2020,7.611347717403621,2020,6,90145,11.409185857153442,가솔린,오토,쥐색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,6,0,0,1,0,88.0,11.0
41170754,기아,기아,K8 하이브리드,시그니처,,K8 하이브리드 시그니처,3450,8.146419323098003,2023,3,65339,11.08735968515506,가솔린+전기,오토,흰색,대구,대형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,51,5,0,0,1,0,734.0,31.0
41465413,기아,기아,쏘렌토 4세대,HEV 1.6 2WD,프레스티지,쏘렌토 4세대 HEV 1.6 2WD 프레스티지,2790,7.934155233536322,2022,4,76562,11.245869210312105,가솔린+전기,오토,흰색,부산,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,3,0,0,1,0,1307.0,19.0
41475034,기아,기아,디 올 뉴 니로 EV,에어,,디 올 뉴 니로 EV 에어,2150,7.67368812926773,2023,3,95903,11.47110297011639,전기,오토,흰색,인천,SUV,180,5.0,,,,,,,1.0,,,,,,,1.0,34,1,0,0,1,0,2094.0,24.0
41459758,기아,기아,카니발 4세대,9인승 노블레스,,카니발 4세대 9인승 노블레스,2550,7.844240718141811,2021,5,117062,11.67046753039996,디젤,오토,흰색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,5,0,0,1,0,151.0,1.0
41444909,기아,기아,카니발 4세대,가솔린 9인승 시그니처,,카니발 4세대 가솔린 9인승 시그니처,3150,8.055475141757274,2023,3,83680,11.334767229514153,가솔린,오토,흰색,전북,RV,3470,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,9,0,0,1,0,369.0,8.0
41444636,기아,기아,K5 3세대,1.6 터보,노블레스,K5 3세대 1.6 터보 노블레스,2190,7.692113339595466,2020,6,85599,11.357440562129833,가솔린,오토,검정색,부산,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,4,0,0,1,0,142.0,7.0
41240529,기아,기아,K5 3세대,1.6 터보,시그니처,K5 3세대 1.6 터보 시그니처,2760,7.923348211930154,2022,4,30008,10.30925261565329,가솔린,오토,흰색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,3,0,0,2,0,72.0,11.0
41241955,기아,기아,카니발 4세대,9인승 노블레스,,카니발 4세대 9인승 노블레스,2250,7.719129840906732,2021,5,122904,11.71916697820908,디젤,오토,검정색,대구,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,3,0,0,1,0,300.0,12.0
41559376,기아,기아,디 올 뉴 니로,시그니처,,디 올 뉴 니로 시그니처,2860,7.95892649305011,2022,4,27589,10.225208667211332,가솔린+전기,오토,흰색,경기,SUV,1580,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,1,0,0,1,0,1251.0,4.0
41529380,기아,기아,카니발 4세대,9인승 노블레스,,카니발 4세대 9인승 노블레스,2600,7.8636512654486515,2021,5,82397,11.319316443758336,디젤,오토,검정색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,2,0,0,1,0,406.0,0.0
41528965,기아,기아,더 뉴 카니발,9인승 럭셔리,,더 뉴 카니발 9인승 럭셔리,1280,7.155396301896734,2019,7,143509,11.874159998164975,디젤,오토,흰색,서울,RV,2199,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,36,5,0,0,2,0,351.0,3.0
41518870,기아,기아,스포티지 4세대,디젤 1.7 2WD 노블레스,스페셜,스포티지 4세대 디젤 1.7 2WD 노블레스 스페셜,1270,7.147559271189454,2017,9,115292,11.655231993225946,디젤,오토,검정색,경기,SUV,1685,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,3,0,0,1,0,331.0,3.0
41486163,기아,기아,더 뉴 레이,시그니처,,더 뉴 레이 시그니처,1550,7.346655163176539,2022,4,29080,10.277840318951666,가솔린,오토,검정색,부산,경차,998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,3,0,0,1,0,855.0,9.0
41537411,기아,기아,스팅어 마이스터,2.5 마스터즈,,스팅어 마이스터 2.5 마스터즈,3050,8.02322468471667,2021,5,65631,11.091818660872107,가솔린,오토,빨간색,경기,중형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,3,0,0,1,0,960.0,2.0
41534033,기아,기아,쏘렌토 4세대,디젤 2.2 4WD,프레스티지,쏘렌토 4세대 디젤 2.2 4WD 프레스티지,2690,7.897668150726906,2022,4,72290,11.188454919070612,디젤,오토,청색,경기,SUV,2151,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,3,0,0,1,0,223.0,0.0
41524663,기아,기아,카니발 4세대,9인승 시그니처,,카니발 4세대 9인승 시그니처,3940,8.279189777195004,2023,3,36024,10.491968420867725,디젤,오토,검정색,전북,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,8,0,0,1,0,205.0,4.0
41498805,기아,기아,셀토스,디젤 1.6 2WD,프레스티지,셀토스 디젤 1.6 2WD 프레스티지,1650,7.409136443920128,2020,6,97449,11.487094704935709,디젤,오토,쥐색,광주,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,6,0,0,1,0,143.0,1.0
41527722,기아,기아,디 올 뉴 니로,베스트 셀렉션,,디 올 뉴 니로 베스트 셀렉션,9999,9.210340371976184,2026,0,2607,7.866338923046544,가솔린+전기,오토,검정색,경기,SUV,1580,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,0,0,1,1,0,1156.0,9.0
41427524,기아,기아,쏘렌토 4세대,가솔린 2.5T 2WD,시그니처,쏘렌토 4세대 가솔린 2.5T 2WD 시그니처,3360,8.119993827725105,2023,3,34590,10.451348811602948,가솔린,오토,흰색,서울,SUV,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,2,0,0,1,0,1702.0,3.0
41626836,기아,기아,셀토스,가솔린 1.6 터보 2WD,트렌디,셀토스 가솔린 1.6 터보 2WD 트렌디,1900,7.550135342488429,2023,3,45444,10.72425808255287,가솔린,오토,흰색,경기,SUV,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,28,2,0,0,2,0,235.0,7.0
40655251,기아,기아,스포티지 4세대,디젤 2.0 2WD 프레스티지,,스포티지 4세대 디젤 2.0 2WD 프레스티지,1380,7.2305631534092925,2018,8,52270,10.864197002956908,디젤,오토,은색,광주,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,29,1,0,0,1,0,280.0,4.0
41260662,기아,기아,더 뉴 K3,디럭스,,더 뉴 K3 디럭스,720,6.580639137284949,2016,10,87320,11.377346262728402,가솔린,오토,쥐색,광주,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,2,0,0,1,0,159.0,32.0
41265671,기아,기아,K3,디럭스,,K3 디럭스,630,6.447305862541213,2015,11,67661,11.122280001460345,가솔린,오토,쥐색,광주,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,22,1,0,1,1,0,121.0,10.0
41123801,기아,기아,카니발 4세대,9인승 노블레스,,카니발 4세대 9인승 노블레스,2630,7.875119281040293,2021,5,81647,11.310172603303752,디젤,오토,청색,광주,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,2,0,0,1,0,102.0,0.0
41225134,기아,기아,스팅어 마이스터,2.5 마스터즈,,스팅어 마이스터 2.5 마스터즈,2920,7.979681302387741,2022,4,42521,10.657776868038312,가솔린,오토,흰색,경기,중형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,1,0,0,1,0,497.0,17.0
41052751,기아,기아,K5 3세대,1.6 터보,노블레스,K5 3세대 1.6 터보 노블레스,2270,7.7279755421055585,2021,5,67946,11.126483268494267,가솔린,오토,검정색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,4,0,0,1,0,326.0,8.0
41460956,기아,기아,쏘렌토 4세대,디젤 2.2 4WD,노블레스,쏘렌토 4세대 디젤 2.2 4WD 노블레스,2900,7.972810784121404,2022,4,107492,11.585181008150627,디젤,오토,흰색,부산,SUV,2151,6.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,4,0,0,1,0,513.0,0.0
41395617,기아,기아,더 뉴 쏘렌토 4세대,가솔린 2.5T 4WD,그래비티,더 뉴 쏘렌토 4세대 가솔린 2.5T 4WD 그래비티,4350,8.37816098272068,2024,2,55362,10.92166677957473,가솔린,오토,흰색,광주,SUV,2497,6.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,7,0,0,1,0,344.0,5.0
41400619,기아,기아,카니발 4세대,가솔린 7인승 시그니처,,카니발 4세대 가솔린 7인승 시그니처,3020,8.013343181386672,2021,5,84287,11.341994785102951,가솔린,오토,흰색,경기,RV,3470,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,7,0,0,1,0,868.0,10.0
41384548,기아,기아,더 뉴 모하비,디젤 3.0 4WD,VIP,더 뉴 모하비 디젤 3.0 4WD VIP,1420,7.259116128097101,2018,8,152712,11.936315621833172,디젤,오토,청색,서울,SUV,2959,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,1,0,0,1,0,766.0,10.0
40916802,기아,기아,쏘렌토 4세대,디젤 2.2 2WD,시그니처,쏘렌토 4세대 디젤 2.2 2WD 시그니처,2899,7.972466015974565,2021,5,74342,11.216444798162096,디젤,오토,검정색,경기,SUV,2151,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,4,0,0,1,0,15.0,3.0
40916991,기아,기아,쏘렌토 4세대,디젤 2.2 2WD,노블레스,쏘렌토 4세대 디젤 2.2 2WD 노블레스,2299,7.7406644019172415,2021,5,142456,11.866795478767862,디젤,오토,검정색,경기,SUV,2151,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,6,0,0,1,0,62.0,7.0
41626229,기아,기아,카니발 4세대,9인승 프레스티지,,카니발 4세대 9인승 프레스티지,2330,7.754052639035757,2021,5,90586,11.414065993876983,디젤,오토,흰색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,38,5,0,0,1,0,52.0,0.0
41645832,기아,기아,스팅어 마이스터,2.5 AWD 마스터즈,,스팅어 마이스터 2.5 AWD 마스터즈,7777,8.959054514715692,2021,5,77400,11.256754979390998,가솔린,오토,빨간색,경기,중형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,4,0,0,1,0,200.0,1.0
41501382,기아,기아,쏘렌토 4세대,HEV 1.6 2WD,프레스티지,쏘렌토 4세대 HEV 1.6 2WD 프레스티지,2850,7.955425088912672,2021,5,62440,11.041977389875884,가솔린+전기,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,2,0,0,2,0,665.0,5.0
41453998,기아,기아,카니발 4세대,9인승 노블레스,,카니발 4세대 9인승 노블레스,7777,8.959054514715692,2021,5,120060,11.695755225939896,디젤,오토,검정색,경기,RV,2151,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,3,0,0,1,0,846.0,3.0
41416822,기아,기아,더 뉴 K5 2세대,1.6 터보,노블레스,더 뉴 K5 2세대 1.6 터보 노블레스,1019,6.927557906278317,2019,7,153950,11.94438964894701,가솔린,오토,흰색,경기,중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,1,0,0,1,0,788.0,6.0
